brand,model,category,release_year,ram,cpu,screen_size,refresh_rate,main_camera,front_camera,battery_capacity,charging_speed,operating_system,case_size,case_material,band_material,display_type,water_resistance,battery_life,connectivity,compatible_os,accessory_type,compatibility,material,color,connector_type,warranty
Tecno,Camon Slim,Phone,2026,8GB,MediaTek Helio G200 Ultimate,6.78 inches,144Hz,50MP+2MP,32MP,5600mAh,60W,Android 16; HiOS 16,,,AMOLED,IP64,,4G LTE; Wi-Fi 802.11a/b/g/n/ac; Bluetooth 5.3; GPS; NFC; Infrared,,,,,,Moonlight Silver,USB Type-C,

#infinix

Infinix,Smart 10,Phone,2025,4GB,Unisoc T7250,6.67 inches,120Hz,8MP,8MP,5000mAh,15W,Android 15; XOS 15.1,,,IPS LCD,IP64,,4G LTE; Wi-Fi 802.11a/b/g/n; Bluetooth 5.3; GPS,,,,,,Sleek Black,USB Type-C,
Infinix,Smart 20,Phone,2026,4GB,MediaTek Helio G81 Ultimate,6.78 inches,120Hz,8MP,8MP,5200mAh,15W,Android 16; XOS 16,,,IPS LCD,IP64,,4G LTE; Wi-Fi 802.11a/b/g/n/ac; Bluetooth 5.3; GPS,,,,,,Sleek Black,USB Type-C,
Infinix,Hot 60,Phone,2025,8GB,MediaTek Helio G100,6.78 inches,120Hz,50MP,8MP,5000mAh,18W,Android 15; XOS 15,,,IPS LCD,IP54,,4G LTE; Wi-Fi 802.11a/b/g/n/ac; Bluetooth 5.3; GPS; NFC,,,,,,Sleek Black,USB Type-C,
Infinix,Hot 60 Pro,Phone,2025,8GB,MediaTek Helio G200,6.78 inches,144Hz,50MP,13MP,5160mAh,45W,Android 15; XOS 15,,,LTPS AMOLED,IP64,,4G LTE; Wi-Fi 802.11a/b/g/n/ac; Bluetooth 5.4; GPS; NFC,,,,,,Sleek Black,USB Type-C,
Infinix,Hot 60 Pro+ 5G,Phone,2025,8GB,MediaTek Dimensity 7020,6.78 inches,144Hz,50MP+2MP,13MP,5160mAh,45W,Android 15; XOS 15,,,AMOLED,IP64,,5G; Wi-Fi 802.11a/b/g/n/ac; Bluetooth 5.4; GPS; NFC,,,,,,Titanium Grey,USB Type-C,
Infinix,Hot 60i 4G,Phone,2025,8GB,MediaTek Helio G81 Ultimate,6.7 inches,120Hz,50MP,8MP,5160mAh,45W,Android 15; XOS 15,,,IPS LCD,IP54,,4G LTE; Wi-Fi 802.11a/b/g/n/ac; Bluetooth 5.3; GPS,,,,,,Sleek Black,USB Type-C,
Infinix,Hot 60i 5G,Phone,2025,4GB,MediaTek Dimensity 6400,6.75 inches,120Hz,50MP,5MP,6000mAh,18W,Android 15; XOS 15.1,,,IPS LCD,IP64,,5G; Wi-Fi 802.11a/b/g/n/ac; Bluetooth 5.4; GPS,,,,,,Sleek Black,USB Type-C,
Infinix,Hot 70,Phone,2026,8GB,MediaTek Helio G100 Ultimate,6.78 inches,120Hz,50MP,8MP,6000mAh,45W,Android 16; XOS 16,,,IPS LCD,IP65,,4G LTE; Wi-Fi 802.11a/b/g/n/ac; Bluetooth 5.4; GPS; NFC,,,,,,Silk Black,USB Type-C,
Infinix,Hot 70 Pro,Phone,2026,8GB,MediaTek Helio G200 Ultimate,6.78 inches,144Hz,50MP,13MP,6000mAh,45W,Android 16; XOS 16,,,AMOLED,IP66,,4G LTE; Wi-Fi 6; Bluetooth 5.4; GPS; NFC,,,,,,Titanium Grey,USB Type-C,
Infinix,Hot 70 Pro 5G,Phone,2026,12GB,MediaTek Dimensity 7050,6.78 inches,144Hz,50MP+8MP,16MP,6000mAh,67W,Android 16; XOS 16,,,AMOLED,IP66,,5G; Wi-Fi 6; Bluetooth 5.4; GPS; NFC,,,,,,Cyber Black,USB Type-C,
Infinix,Hot 70 5G,Phone,2026,6GB,MediaTek Dimensity 7050,6.78 inches,120Hz,50MP,16MP,6000mAh,33W,Android 16; XOS 16,,,IPS LCD,IP66,,5G; Wi-Fi 802.11a/b/g/n/ac; Bluetooth 5.4; GPS,,,,,,Black,USB Type-C,
Infinix,Note Edge 5G,Phone,2026,8GB,MediaTek Dimensity 7100,6.78 inches,120Hz,50MP,13MP,6500mAh,45W,Android 16; XOS 16,,,Curved AMOLED,IP64,,5G; Wi-Fi 6; Bluetooth 5.4; GPS; NFC,,,,,,Black,USB Type-C,
Infinix,Note 60,Phone,2026,8GB,MediaTek Dimensity 7400 Ultimate,6.78 inches,144Hz,50MP+8MP,13MP,6500mAh,45W,Android 16; XOS 16,,,AMOLED,IP64,,5G; Wi-Fi 6; Bluetooth 5.4; GPS; NFC,,,,,,Titanium Grey,USB Type-C,
Infinix,Note 60 Pro,Phone,2026,12GB,Snapdragon 7s Gen 4,6.78 inches,144Hz,50MP+8MP,13MP,6500mAh,90W,Android 16; XOS 16,,,AMOLED,IP64,,5G; Wi-Fi 6; Bluetooth 5.4; GPS; NFC,,,,,,Titanium Grey,USB Type-C,
Infinix,Note 60 Ultra,Phone,2026,12GB,MediaTek Dimensity 8400 Ultimate,6.78 inches,144Hz,200MP+50MP+8MP,32MP,7000mAh,100W,Android 16; XOS 16,,,LTPS AMOLED,IP64,,5G; Wi-Fi 6; Bluetooth 5.4; GPS; NFC; eSIM,,,,,,Supercar Titanium,USB Type-C,
Infinix,GT 20 Pro 5G,Phone,2024,12GB,MediaTek Dimensity 8200 Ultimate,6.78 inches,144Hz,108MP+2MP+2MP,32MP,5000mAh,45W,Android 14; XOS 14,,,AMOLED,IP54,,5G; Wi-Fi 6; Bluetooth 5.3; GPS; GLONASS; GALILEO; NFC; Infrared,,,,,,Mecha Blue,USB Type-C,
Infinix,GT 30 5G,Phone,2025,8GB,MediaTek Dimensity 7300,6.78 inches,144Hz,50MP+2MP,16MP,5000mAh,45W,Android 15; XOS 15,,,AMOLED,IP54,,5G; Wi-Fi 6; Bluetooth 5.3; GPS; NFC,,,,,,Cyber Black,USB Type-C,
Infinix,GT 30 Pro 5G,Phone,2025,12GB,MediaTek Dimensity 8350 Ultimate,6.78 inches,144Hz,108MP+8MP,13MP,5500mAh,45W,Android 15; XOS 15,,,LTPS AMOLED,IP64,,5G; Wi-Fi 6; Bluetooth 5.4; GPS; GLONASS; GALILEO; NFC; Infrared; Wireless Charging,,,,,,Dark Flare,USB Type-C,
Infinix,GT 50 Pro 5G,Phone,2026,12GB,MediaTek Dimensity 8400 Ultimate,6.78 inches,144Hz,50MP+8MP,13MP,6500mAh,90W,Android 16; XOS 16,,,AMOLED,IP64,,5G; Wi-Fi 6; Bluetooth 5.4; GPS; NFC,,,,,,Silver Glacier,USB Type-C,
Infinix,GT 50 Pro 5G,Phone,2026,12GB,MediaTek Dimensity 8400 Ultimate,6.78 inches,144Hz,50MP+8MP,13MP,6500mAh,90W,Android 16; XOS 16,,,AMOLED,IP64,,5G; Wi-Fi 6; Bluetooth 5.4; GPS; NFC,,,,,,Silver Glacier,USB Type-C,
Infinix,Note 50 4G,Phone,2025,8GB,MediaTek Helio G100 Ultimate,6.78 inches,144Hz,50MP,32MP,5200mAh,45W,Android 15; XOS 15,,,AMOLED,IP64,,4G LTE; Wi-Fi 802.11a/b/g/n/ac; Bluetooth 5.4; GPS; NFC; Infrared,,,,,,Shadow Black,USB Type-C,
Infinix,Note 50 5G,Phone,2025,8GB,MediaTek Dimensity 7020,6.78 inches,144Hz,50MP,32MP,5200mAh,45W,Android 15; XOS 15,,,AMOLED,IP64,,5G; Wi-Fi 802.11a/b/g/n/ac; Bluetooth 5.4; GPS; NFC; Infrared,,,,,,Shadow Black,USB Type-C,
Infinix,Note 50 Pro 4G,Phone,2025,12GB,MediaTek Helio G100 Ultimate,6.78 inches,144Hz,50MP+8MP,32MP,5200mAh,90W,Android 15; XOS 15,,,AMOLED,IP64,,4G LTE; Wi-Fi 802.11a/b/g/n/ac; Bluetooth 5.4; GPS; NFC; Infrared,,,,,,Titanium Grey,USB Type-C,
Infinix,Note 50 Pro+ 5G,Phone,2025,12GB,MediaTek Dimensity 8350 Ultimate,6.78 inches,144Hz,50MP+50MP+8MP,32MP,5200mAh,100W,Android 15; XOS 15,,,AMOLED,IP64,,5G; Wi-Fi 6; Bluetooth 5.4; GPS; NFC; Infrared,,,,,,Enchanted Purple,USB Type-C,
Infinix,Note 50s 5G,Phone,2025,8GB,MediaTek Dimensity 7020,6.78 inches,120Hz,50MP,16MP,5000mAh,33W,Android 15; XOS 15,,,AMOLED,IP54,,5G; Wi-Fi 802.11a/b/g/n/ac; Bluetooth 5.3; GPS; NFC,,,,,,Vintage Green,USB Type-C,
Infinix,Note 50x 5G,Phone,2025,8GB,MediaTek Dimensity 6300,6.7 inches,120Hz,50MP,8MP,5000mAh,18W,Android 15; XOS 15,,,IPS LCD,IP54,,5G; Wi-Fi 802.11a/b/g/n/ac; Bluetooth 5.2; GPS,,,,,,Mint Green,USB Type-C,
Infinix,Note Edge 5G,Phone,2026,8GB,MediaTek Dimensity 7100,6.78 inches,120Hz,50MP,13MP,6500mAh,45W,Android 16; XOS 16,,,Curved AMOLED,IP64,,5G; Wi-Fi 6; Bluetooth 5.4; GPS; NFC,,,,,,Black,USB Type-C,
Infinix,Note 60 Pro Pininfarina Edition 5G,Phone,2026,8GB/12GB,Snapdragon 7s Gen 4,6.78 inches,144Hz,50MP+8MP,13MP,6500mAh,90W,Android 16; XOS 16,,,AMOLED,IP64,,5G; Wi-Fi 6; Bluetooth 5.4; GPS; NFC; eSIM,,,,,,Pininfarina Racing Edition,USB Type-C,

#Honor

HONOR,10 Play,Phone,2025,4GB,MediaTek Helio G81,6.74 inches,120Hz,13MP,5MP,5000mAh,10W,Android 15 (Go edition); MagicOS 9,,,TFT LCD,IP52,,4G LTE; Wi-Fi 802.11a/b/g/n/ac; Bluetooth 5.1; GPS; GLONASS; Beidou; Galileo,,,,,,Ocean Cyan,USB Type-C,
HONOR,X5c,Phone,2025,4GB,MediaTek Helio G81,6.74 inches,120Hz,50MP,5MP,5260mAh,15W,Android 15; MagicOS 9,,,TFT LCD,IP52,,4G LTE; Wi-Fi 802.11a/b/g/n/ac; Bluetooth 5.1; GPS; GLONASS; Beidou; Galileo,,,,,,Midnight Black,USB Type-C,
HONOR,X5c Plus,Phone,2025,4GB,MediaTek Helio G81,6.74 inches,120Hz,50MP+0.08MP,5MP,5260mAh,15W,Android 15; MagicOS 9,,,TFT LCD,IP52,,4G LTE; Wi-Fi 802.11a/b/g/n/ac; Bluetooth 5.1; GPS; GLONASS; Beidou; Galileo,,,,,,Ocean Cyan,USB Type-C,
HONOR,X6c,Phone,2025,8GB,MediaTek Helio G81 Ultra,6.61 inches,120Hz,50MP,5MP,5300mAh,35W,Android 15; MagicOS 9,,,TFT LCD,IP64,,4G LTE; Wi-Fi 802.11a/b/g/n/ac; Bluetooth 5.1; GPS; GLONASS; Beidou; Galileo; NFC,,,,,,Midnight Black,USB Type-C,
HONOR,X7d,Phone,2025,8GB,Snapdragon 680 4G,6.77 inches,120Hz,50MP+2MP,5MP,6000mAh,35W,Android 15; MagicOS 9,,,TFT LCD,IP65,,4G LTE; Wi-Fi 802.11a/b/g/n/ac; Bluetooth 5.0; GPS; GLONASS; Beidou; Galileo; NFC,,,,,,Midnight Black,USB Type-C,
HONOR,X7d 5G,Phone,2025,8GB,Snapdragon 6s Gen 3,6.77 inches,120Hz,50MP+2MP,5MP,6500mAh,35W,Android 15; MagicOS 9,,,TFT LCD,IP65,,5G; Wi-Fi 802.11a/b/g/n/ac; Bluetooth 5.1; GPS; GLONASS; Beidou; Galileo; NFC,,,,,,Desert Gold,USB Type-C,
HONOR,X8d,Phone,2026,8GB,Snapdragon 685,6.7 inches,120Hz,108MP+5MP+2MP,50MP,5000mAh,35W,Android 16; MagicOS 10,,,AMOLED,IP64,,4G LTE; Wi-Fi 802.11a/b/g/n/ac; Bluetooth 5.0; GPS; GLONASS; Beidou; Galileo; NFC,,,,,,Titanium Silver,USB Type-C,
HONOR,X9d 5G,Phone,2026,12GB,Snapdragon 6 Gen 3,6.78 inches,120Hz,108MP+5MP,16MP,6600mAh,66W,Android 16; MagicOS 10,,,AMOLED,IP68,,5G; Wi-Fi 802.11a/b/g/n/ac; Bluetooth 5.1; GPS; GLONASS; Beidou; Galileo; NFC,,,,,,Midnight Black,USB Type-C,
HONOR,600 Lite 5G,Phone,2026,12GB,MediaTek Dimensity 7020,6.7 inches,120Hz,108MP+5MP+2MP,50MP,5200mAh,35W,Android 16; MagicOS 10,,,AMOLED,IP64,,5G; Wi-Fi 802.11a/b/g/n/ac; Bluetooth 5.3; GPS; GLONASS; Beidou; Galileo; NFC,,,,,,Emerald Green,USB Type-C,
HONOR,600 5G,Phone,2026,12GB,Snapdragon 7 Gen 3,6.7 inches,120Hz,50MP+12MP,50MP,5200mAh,100W,Android 16; MagicOS 10,,,OLED,IP65,,5G; Wi-Fi 6; Bluetooth 5.3; GPS; GLONASS; Beidou; Galileo; NFC; Infrared,,,,,,Black,USB Type-C,
HONOR,600 Pro 5G,Phone,2026,16GB,Snapdragon 8s Gen 3,6.78 inches,120Hz,50MP+50MP+12MP,50MP,5200mAh,100W,Android 16; MagicOS 10,,,OLED,IP65,,5G; Wi-Fi 7; Bluetooth 5.3; GPS; GLONASS; Beidou; Galileo; NFC; Infrared,,,,,,Ocean Cyan,USB Type-C,
HONOR,Magic V6 5G,Phone,2026,16GB,Snapdragon 8 Elite Gen 5,7.95 inches,120Hz,50MP+64MP+50MP,20MP,6660mAh,80W,Android 16; MagicOS 10,,,Foldable LTPO2 AMOLED,IP69,,5G; Wi-Fi 7; Bluetooth 6.0; GPS; GLONASS; Beidou; Galileo; NFC; Infrared; eSIM; 66W Wireless Charging,,,,,,Black / Gold / Red / White,USB Type-C,

Xiaomi,Redmi A7 Pro,Phone,2026,4GB,MediaTek Helio G81,6.71 inches,120Hz,50MP,8MP,5000mAh,18W,Android 15 (Go edition); HyperOS 2,,,IPS LCD,IP54,,4G LTE; Wi-Fi 802.11a/b/g/n/ac; Bluetooth 5.3; GPS; GLONASS; Beidou; Galileo,,,,,,Midnight Black,USB Type-C,
Xiaomi,Redmi 15C 5G,Phone,2025,6GB,MediaTek Dimensity 6300,6.88 inches,120Hz,50MP,8MP,5160mAh,18W,Android 15; HyperOS 2,,,IPS LCD,IP54,,5G; Wi-Fi 802.11a/b/g/n/ac; Bluetooth 5.3; GPS; GLONASS; Beidou; Galileo; NFC,,,,,,Midnight Black,USB Type-C,
Xiaomi,Redmi 15 5G,Phone,2025,8GB,Snapdragon 6s Gen 3,6.9 inches,144Hz,50MP,8MP,7000mAh,33W,Android 15; HyperOS 2,,,IPS LCD,IP64,,5G; Wi-Fi 802.11a/b/g/n/ac; Bluetooth 5.1; GPS; GLONASS; Beidou; Galileo; NFC; Infrared,,,,,,Titan Gray,USB Type-C,
Xiaomi,Redmi Note 14 Pro 5G,Phone,2025,12GB,MediaTek Dimensity 7300 Ultra,6.67 inches,120Hz,200MP+8MP+2MP,20MP,5110mAh,45W,Android 14; HyperOS,,,AMOLED,IP68,,5G; Wi-Fi 6; Bluetooth 5.4; GPS; GLONASS; Beidou; Galileo; QZSS; NFC; Infrared,,,,,,Lavender Purple,USB Type-C,
Xiaomi,Redmi Note 15,Phone,2025,8GB,MediaTek Dimensity 7020,6.67 inches,120Hz,108MP+8MP,16MP,5500mAh,33W,Android 15; HyperOS 2,,,AMOLED,IP64,,5G; Wi-Fi 802.11a/b/g/n/ac; Bluetooth 5.3; GPS; GLONASS; Beidou; Galileo; NFC; Infrared,,,,,,Onyx Black,USB Type-C,
Xiaomi,Redmi Note 15 Pro 4G,Phone,2025,8GB,MediaTek Helio G100 Ultra,6.67 inches,120Hz,200MP+8MP+2MP,16MP,6000mAh,45W,Android 15; HyperOS 2,,,AMOLED,IP65,,4G LTE; Wi-Fi 802.11a/b/g/n/ac; Bluetooth 5.3; GPS; GLONASS; Beidou; Galileo; NFC; Infrared,,,,,,Midnight Black,USB Type-C,
Xiaomi,Redmi Note 15 Pro 5G,Phone,2025,12GB,MediaTek Dimensity 7400 Ultra,6.83 inches,120Hz,200MP+8MP,20MP,6580mAh,45W,Android 15; HyperOS 2,,,AMOLED,IP68,,5G; Wi-Fi 6; Bluetooth 5.4; GPS; GLONASS; Beidou; Galileo; QZSS; NFC; Infrared,,,,,,Glacier Blue,USB Type-C,
Xiaomi,Redmi Note 15 Pro+ 5G,Phone,2025,16GB,Snapdragon 7s Gen 3,6.83 inches,120Hz,200MP+50MP+8MP,32MP,6200mAh,90W,Android 15; HyperOS 2,,,AMOLED,IP68,,5G; Wi-Fi 6E; Bluetooth 5.4; GPS; GLONASS; Beidou; Galileo; QZSS; NFC; Infrared; eSIM,,,,,,Midnight Black,USB Type-C,
Xiaomi,Redmi Pad 2,Tablet,2025,8GB,MediaTek Helio G100 Ultra,11.0 inches,90Hz,8MP,5MP,9000mAh,18W,Android 15; HyperOS 2,,,IPS LCD,IP54,,4G LTE; Wi-Fi 802.11a/b/g/n/ac; Bluetooth 5.3; GPS; GLONASS; Beidou; Galileo; QZSS,,,,,,Graphite Gray,USB Type-C,
Xiaomi,Pad 8,Tablet,2025,12GB,Snapdragon 8s Gen 4,11.2 inches,144Hz,13MP,8MP,9200mAh,45W,Android 16; HyperOS 3,,,IPS LCD,,,Wi-Fi 7; Bluetooth 5.4; Infrared,,,,,,Black,USB Type-C,
Xiaomi,Pad 8 Pro,Tablet,2025,16GB,Snapdragon 8 Elite,11.2 inches,144Hz,50MP,32MP,9200mAh,67W,Android 16; HyperOS 3,,,IPS LCD,,,Wi-Fi 7; Bluetooth 5.4; Infrared,,,,,,Gray,USB Type-C,

# Realme

Realme,GT 8 5G,Phone,2025,16GB,Snapdragon 8 Elite,6.79 inches,144Hz,50MP+50MP+8MP,16MP,7000mAh,100W,Android 16; Realme UI 7.0,,,LTPO AMOLED,IP69,,5G; Wi-Fi 7; Bluetooth 6.0; GPS; GLONASS; Beidou; Galileo; QZSS; NFC; Infrared,,,,,,Urban Blue,USB Type-C,
Realme,GT 8 Pro 5G,Phone,2025,16GB,Snapdragon 8 Elite Gen 5,6.79 inches,144Hz,50MP+200MP+50MP,32MP,7000mAh,120W,Android 16; Realme UI 7.0,,,AMOLED,IP69,,5G; Wi-Fi 7; Bluetooth 6.0; GPS; GLONASS; Beidou; Galileo; QZSS; NFC; Infrared; 50W Wireless Charging,,,,,,Urban Blue,USB Type-C,
Realme,16 Pro 5G,Phone,2026,12GB,MediaTek Dimensity 7300 Max,6.78 inches,144Hz,200MP+8MP,50MP,7000mAh,80W,Android 16; Realme UI 7.0,,,AMOLED,IP69,,5G; Wi-Fi 6; Bluetooth 5.4; GPS; GLONASS; Beidou; Galileo; Infrared,,,,,,Orchid Purple,USB Type-C,
Realme,16 Pro+ 5G,Phone,2026,12GB,Snapdragon 7 Gen 4,6.8 inches,144Hz,200MP+50MP+8MP,50MP,7000mAh,80W,Android 16; Realme UI 7.0,,,AMOLED,IP69,,5G; Wi-Fi 6; Bluetooth 5.4; GPS; GLONASS; Beidou; Galileo; NFC; Infrared,,,,,,Master Gold,USB Type-C,
Realme,C85 5G,Phone,2025,8GB,MediaTek Dimensity 6300,6.8 inches,120Hz,50MP,8MP,7000mAh,45W,Android 15; Realme UI 6.0,,,IPS LCD,IP69,,5G; Wi-Fi 802.11a/b/g/n/ac; Bluetooth 5.3; GPS; GLONASS; Beidou; Galileo,,,,,,Peacock Green,USB Type-C,
Realme,16 5G,Phone,2026,12GB,MediaTek Dimensity 6400 Turbo,6.57 inches,120Hz,50MP+2MP,50MP,7000mAh,60W,Android 16; Realme UI 7.0,,,AMOLED,IP69,,5G; Wi-Fi 802.11a/b/g/n/ac; Bluetooth 5.3; GPS; GLONASS; Beidou; Galileo; QZSS; Infrared,,,,,,Air Black,USB Type-C,
Realme,P4 Power 5G,Phone,2026,12GB,MediaTek Dimensity 7400 Ultra,6.8 inches,144Hz,50MP+8MP,16MP,10001mAh,80W,Android 16; Realme UI 7.0,,,AMOLED,IP69,,5G; Wi-Fi 6; Bluetooth 5.2; GPS; GLONASS; Beidou; Infrared,,,,,,Trans Orange,USB Type-C,
Realme,P4R 5G,Phone,2026,8GB,MediaTek Dimensity 7020,6.72 inches,120Hz,50MP+2MP,8MP,7000mAh,45W,Android 16; Realme UI 7.0,,,IPS LCD,IP65,,5G; Wi-Fi 802.11a/b/g/n/ac; Bluetooth 5.3; GPS; GLONASS; Beidou,,,,,,Steel Blue,USB Type-C,
Realme,C83 5G,Phone,2026,6GB,MediaTek Dimensity 6300,6.8 inches,144Hz,13MP,5MP,7000mAh,15W,Android 16; Realme UI 7.0,,,IPS LCD,IP64,,5G; Wi-Fi 802.11a/b/g/n/ac; Bluetooth 5.3; GPS; GLONASS; Beidou; Galileo; QZSS,,,,,,Blooming Purple,USB Type-C,
Realme,NARZO 100x 5G,Phone,2026,6GB,MediaTek Dimensity 6300,6.81 inches,144Hz,50MP,8MP,8000mAh,45W,Android 16; Realme UI 7.0,,,IPS LCD,IP65,,5G; Wi-Fi 802.11a/b/g/n/ac; Bluetooth 5.4; GPS; GLONASS,,,,,,Speed Silver,USB Type-C,
Realme,NARZO 100 Lite 5G,Phone,2026,6GB,MediaTek Dimensity 6300,6.72 inches,120Hz,32MP,8MP,6000mAh,33W,Android 16; Realme UI 7.0,,,IPS LCD,IP64,,5G; Wi-Fi 802.11a/b/g/n/ac; Bluetooth 5.3; GPS; GLONASS; Beidou,,,,,,Nitro Blue,USB Type-C,
